2024-01-10 12:28, success, 0.644497
2024-01-11 01:07, success, 0.509109
2024-01-11 12:28, success, 0.430918
2024-01-12 01:07, success, 0.524357
2024-01-12 12:27, success, 0.399851
2024-01-13 01:06, success, 0.455201
2024-01-13 12:26, success, 0.433325
2024-01-14 01:12, success, 0.435643
2024-01-14 12:26, success, 0.408284
2024-01-15 01:09, success, 0.499763
2024-01-15 12:29, success, 0.398820
2024-01-16 01:07, success, 0.743920
2024-01-16 12:28, success, 0.436086
2024-01-17 01:07, success, 0.417992
2024-01-17 12:28, success, 0.646423
2024-01-18 01:06, success, 0.559209
2024-01-18 12:28, success, 0.452092
2024-01-19 01:07, success, 0.496579
2024-01-19 12:28, success, 0.595217
2024-01-20 01:06, success, 0.604289
2024-01-20 12:26, success, 0.513277
2024-01-21 01:12, success, 0.409054
2024-01-21 12:26, success, 0.413915
2024-01-22 01:10, success, 0.435013
2024-01-22 12:29, success, 0.490605
2024-01-23 01:08, success, 0.437359
2024-01-23 12:28, success, 0.471945
2024-01-24 01:08, success, 0.601756
